credit_risk,age,amount,credit_history,duration,employment_duration,foreign_worker,housing,installment_rate,job,number_credits,other_debtors,other_installment_plans,people_liable,personal_status_sex,present_residence,property,purpose,savings,status,telephone
bad,32,931,critical account/other credits elsewhere,6,< 1 yr,no,rent,>= 35,unskilled - resident,1,none,stores,0 to 2,female : non-single or male : single,< 1 yr,car or other,others,... < 100 DM,... < 0 DM,no
bad,23,1442,no credits taken/all credits paid back duly,24,4 <= ... < 7 yrs,no,for free,< 20,skilled employee/official,2-3,none,none,0 to 2,female : non-single or male : single,>= 7 yrs,building soc. savings agr. / life insurance,others,unknown/no savings account,no checking account,no
bad,36,4241,delay in paying off in the past,24,1 <= ... < 4 yrs,no,rent,>= 35,unskilled - resident,4-5,none,none,0 to 2,male : married/widowed,>= 7 yrs,unknown / no property,retraining,unknown/no savings account,... < 0 DM,yes (under customer name)
bad,31,2775,all credits at this bank paid back duly,18,4 <= ... < 7 yrs,no,rent,25 <= ... < 35,skilled employee/official,2-3,none,bank,0 to 2,male : married/widowed,1 <= ... < 4 yrs,car or other,others,unknown/no savings account,... >= 200 DM / salary for at least 1 year,no
good,32,3863,existing credits paid back duly till now,24,1 <= ... < 4 yrs,no,own,>= 35,skilled employee/official,1,none,none,0 to 2,male : married/widowed,1 <= ... < 4 yrs,real estate,retraining,unknown/no savings account,... >= 200 DM / salary for at least 1 year,no
good,45,2329,no credits taken/all credits paid back duly,7,< 1 yr,no,rent,>= 35,skilled employee/official,1,guarantor,none,0 to 2,female : non-single or male : single,< 1 yr,unknown / no property,furniture/equipment,unknown/no savings account,... < 0 DM,no
bad,30,918,no credits taken/all credits paid back duly,9,1 <= ... < 4 yrs,no,rent,< 20,skilled employee/official,1,none,none,0 to 2,female : non-single or male : single,< 1 yr,car or other,car (used),unknown/no savings account,... < 0 DM,no
bad,34,1837,critical account/other credits elsewhere,24,4 <= ... < 7 yrs,no,own,< 20,unskilled - resident,1,none,bank,0 to 2,female : non-single or male : single,>= 7 yrs,real estate,repairs,unknown/no savings account,... < 0 DM,no
bad,28,3349,no credits taken/all credits paid back duly,36,1 <= ... < 4 yrs,no,rent,< 20,manager/self-empl/highly qualif. employee,1,none,none,0 to 2,female : non-single or male : single,1 <= ... < 4 yrs,building soc. savings agr. / life insurance,car (used),unknown/no savings account,... >= 200 DM / salary for at least 1 year,yes (under customer name)
good,23,1275,no credits taken/all credits paid back duly,10,< 1 yr,no,rent,< 20,skilled employee/official,1,none,none,0 to 2,female : non-single or male : single,1 <= ... < 4 yrs,car or other,car (used),unknown/no savings account,0<= ... < 200 DM,no
good,22,2828,critical account/other credits elsewhere,24,1 <= ... < 4 yrs,no,rent,< 20,skilled employee/official,1,none,stores,0 to 2,male : married/widowed,>= 7 yrs,unknown / no property,car (used),100 <= ... < 500 DM,no checking account,yes (under customer name)
good,74,4526,all credits at this bank paid back duly,24,1 <= ... < 4 yrs,no,rent,20 <= ... < 25,manager/self-empl/highly qualif. employee,1,none,none,0 to 2,male : married/widowed,1 <= ... < 4 yrs,unknown / no property,retraining,unknown/no savings account,... >= 200 DM / salary for at least 1 year,yes (under customer name)
bad,50,2671,no credits taken/all credits paid back duly,36,1 <= ... < 4 yrs,no,own,< 20,skilled employee/official,1,co-applicant,none,0 to 2,female : non-single or male : single,>= 7 yrs,real estate,furniture/equipment,... < 100 DM,... < 0 DM,no
good,33,2051,no credits taken/all credits paid back duly,18,< 1 yr,no,rent,< 20,skilled employee/official,1,none,none,0 to 2,male : married/widowed,< 1 yr,unknown / no property,furniture/equipment,unknown/no savings account,... >= 200 DM / salary for at least 1 year,no
good,45,1300,no credits taken/all credits paid back duly,15,>= 7 yrs,no,own,< 20,skilled employee/official,1,none,bank,3 or more,male : married/widowed,>= 7 yrs,real estate,car (new),... >= 1000 DM,... >= 200 DM / salary for at least 1 year,no
bad,22,741,no credits taken/all credits paid back duly,12,unemployed,no,rent,< 20,skilled employee/official,1,none,none,0 to 2,female : non-single or male : single,4 <= ... < 7 yrs,car or other,radio/television,... < 100 DM,no checking account,no
bad,48,1240,no credits taken/all credits paid back duly,10,>= 7 yrs,no,own,>= 35,unskilled - resident,1,none,none,3 or more,female : non-single or male : single,>= 7 yrs,real estate,others,... < 100 DM,0<= ... < 200 DM,no
good,29,3357,no credits taken/all credits paid back duly,21,< 1 yr,no,rent,< 20,skilled employee/official,1,none,bank,0 to 2,female : non-single or male : single,1 <= ... < 4 yrs,building soc. savings agr. / life insurance,furniture/equipment,500 <= ... < 1000 DM,no checking account,no
good,22,3632,critical account/other credits elsewhere,24,1 <= ... < 4 yrs,yes,for free,>= 35,skilled employee/official,1,guarantor,bank,0 to 2,female : non-single or male : single,>= 7 yrs,building soc. savings agr. / life insurance,car (new),unknown/no savings account,no checking account,no
bad,22,1808,existing credits paid back duly till now,18,4 <= ... < 7 yrs,no,rent,< 20,skilled employee/official,1,none,none,0 to 2,female : non-single or male : single,< 1 yr,unknown / no property,car (used),unknown/no savings account,... >= 200 DM / salary for at least 1 year,no
good,48,12204,delay in paying off in the past,48,1 <= ... < 4 yrs,no,rent,25 <= ... < 35,manager/self-empl/highly qualif. employee,1,none,bank,0 to 2,male : married/widowed,1 <= ... < 4 yrs,building soc. savings agr. / life insurance,retraining,... >= 1000 DM,... < 0 DM,yes (under customer name)
good,27,9157,existing credits paid back duly till now,60,1 <= ... < 4 yrs,no,own,25 <= ... < 35,manager/self-empl/highly qualif. employee,1,none,none,0 to 2,male : married/widowed,1 <= ... < 4 yrs,real estate,furniture/equipment,... >= 1000 DM,... < 0 DM,no
good,37,3676,all credits at this bank paid back duly,6,1 <= ... < 4 yrs,no,for free,>= 35,skilled employee/official,4-5,none,none,3 or more,male : married/widowed,4 <= ... < 7 yrs,unknown / no property,others,unknown/no savings account,no checking account,no
bad,21,3441,no credits taken/all credits paid back duly,30,1 <= ... < 4 yrs,no,for free,25 <= ... < 35,skilled employee/official,1,co-applicant,none,0 to 2,female : non-single or male : single,>= 7 yrs,building soc. savings agr. / life insurance,car (used),... < 100 DM,... < 0 DM,no
good,49,640,no credits taken/all credits paid back duly,12,1 <= ... < 4 yrs,no,rent,< 20,unskilled - resident,1,none,none,0 to 2,male : divorced/separated,1 <= ... < 4 yrs,unknown / no property,others,unknown/no savings account,... >= 200 DM / salary for at least 1 year,no
good,27,3652,all credits at this bank paid back duly,21,4 <= ... < 7 yrs,no,rent,25 <= ... < 35,skilled employee/official,2-3,none,none,0 to 2,male : married/widowed,4 <= ... < 7 yrs,car or other,retraining,unknown/no savings account,... < 0 DM,no
bad,32,1530,all credits at this bank paid back duly,18,1 <= ... < 4 yrs,no,rent,20 <= ... < 25,skilled employee/official,2-3,none,bank,0 to 2,male : married/widowed,1 <= ... < 4 yrs,car or other,others,unknown/no savings account,... >= 200 DM / salary for at least 1 year,no
bad,38,3914,no credits taken/all credits paid back duly,48,1 <= ... < 4 yrs,no,rent,< 20,skilled employee/official,1,none,bank,0 to 2,male : divorced/separated,1 <= ... < 4 yrs,unknown / no property,retraining,... >= 1000 DM,... >= 200 DM / salary for at least 1 year,no
good,22,1858,no credits taken/all credits paid back duly,12,< 1 yr,no,for free,< 20,skilled employee/official,1,none,none,0 to 2,female : non-single or male : single,< 1 yr,building soc. savings agr. / life insurance,car (used),unknown/no savings account,no checking account,no
bad,65,2600,no credits taken/all credits paid back duly,18,1 <= ... < 4 yrs,no,own,< 20,skilled employee/official,2-3,none,none,0 to 2,male : married/widowed,>= 7 yrs,real estate,furniture/equipment,unknown/no savings account,no checking account,no
good,35,1979,no credits taken/all credits paid back duly,15,>= 7 yrs,no,rent,< 20,skilled employee/official,1,none,none,0 to 2,male : married/widowed,1 <= ... < 4 yrs,building soc. savings agr. / life insurance,furniture/equipment,... >= 1000 DM,... >= 200 DM / salary for at least 1 year,no
good,41,2116,no credits taken/all credits paid back duly,6,1 <= ... < 4 yrs,no,rent,25 <= ... < 35,skilled employee/official,1,none,none,0 to 2,male : married/widowed,1 <= ... < 4 yrs,unknown / no property,car (used),unknown/no savings account,0<= ... < 200 DM,yes (under customer name)
bad,29,1437,critical account/other credits elsewhere,9,4 <= ... < 7 yrs,no,rent,25 <= ... < 35,skilled employee/official,1,none,none,0 to 2,male : married/widowed,4 <= ... < 7 yrs,real estate,others,... < 100 DM,... < 0 DM,no
good,36,4042,all credits at this bank paid back duly,42,1 <= ... < 4 yrs,no,rent,< 20,skilled employee/official,2-3,none,none,0 to 2,male : married/widowed,>= 7 yrs,unknown / no property,car (used),100 <= ... < 500 DM,... >= 200 DM / salary for at least 1 year,yes (under customer name)
good,64,3832,no credits taken/all credits paid back duly,9,>= 7 yrs,no,rent,>= 35,unskilled - resident,1,none,none,0 to 2,male : married/widowed,>= 7 yrs,unknown / no property,repairs,... >= 1000 DM,... >= 200 DM / salary for at least 1 year,no
good,28,3660,no credits taken/all credits paid back duly,24,1 <= ... < 4 yrs,no,rent,25 <= ... < 35,skilled employee/official,1,none,none,0 to 2,female : non-single or male : single,>= 7 yrs,building soc. savings agr. / life insurance,furniture/equipment,unknown/no savings account,no checking account,no
bad,44,1553,critical account/other credits elsewhere,18,1 <= ... < 4 yrs,no,rent,< 20,skilled employee/official,1,none,bank,0 to 2,male : married/widowed,4 <= ... < 7 yrs,building soc. savings agr. / life insurance,car (used),unknown/no savings account,no checking account,no
good,23,1444,no credits taken/all credits paid back duly,15,< 1 yr,no,rent,< 20,skilled employee/official,1,none,none,0 to 2,male : married/widowed,< 1 yr,car or other,furniture/equipment,... >= 1000 DM,... < 0 DM,no
bad,19,1980,no credits taken/all credits paid back duly,9,< 1 yr,no,for free,25 <= ... < 35,skilled employee/official,2-3,co-applicant,none,0 to 2,female : non-single or male : single,1 <= ... < 4 yrs,building soc. savings agr. / life insurance,car (used),unknown/no savings account,... >= 200 DM / salary for at least 1 year,no
bad,25,1355,no credits taken/all credits paid back duly,24,< 1 yr,no,rent,20 <= ... < 25,unskilled - resident,1,none,none,0 to 2,female : non-single or male : single,>= 7 yrs,building soc. savings agr. / life insurance,others,unknown/no savings account,... < 0 DM,yes (under customer name)
good,47,1393,no credits taken/all credits paid back duly,12,>= 7 yrs,no,rent,< 20,skilled employee/official,4-5,none,bank,3 or more,male : married/widowed,>= 7 yrs,car or other,repairs,unknown/no savings account,... >= 200 DM / salary for at least 1 year,yes (under customer name)
good,28,1376,no credits taken/all credits paid back duly,24,4 <= ... < 7 yrs,no,rent,< 20,skilled employee/official,1,none,none,0 to 2,female : non-single or male : single,< 1 yr,building soc. savings agr. / life insurance,furniture/equipment,100 <= ... < 500 DM,... >= 200 DM / salary for at least 1 year,no
good,21,15653,existing credits paid back duly till now,60,4 <= ... < 7 yrs,no,rent,25 <= ... < 35,skilled employee/official,2-3,none,none,0 to 2,male : married/widowed,>= 7 yrs,building soc. savings agr. / life insurance,furniture/equipment,unknown/no savings account,... >= 200 DM / salary for at least 1 year,yes (under customer name)
good,34,1493,no credits taken/all credits paid back duly,12,< 1 yr,no,rent,< 20,skilled employee/official,1,none,none,3 or more,female : non-single or male : single,4 <= ... < 7 yrs,building soc. savings agr. / life insurance,furniture/equipment,unknown/no savings account,... >= 200 DM / salary for at least 1 year,no
bad,26,4370,existing credits paid back duly till now,42,4 <= ... < 7 yrs,no,rent,20 <= ... < 25,skilled employee/official,2-3,none,bank,3 or more,male : married/widowed,1 <= ... < 4 yrs,car or other,furniture/equipment,unknown/no savings account,no checking account,yes (under customer name)
bad,27,750,no credits taken/all credits paid back duly,18,unemployed,no,rent,< 20,unemployed/unskilled - non-resident,1,none,none,0 to 2,female : non-single or male : single,< 1 yr,unknown / no property,repairs,unknown/no savings account,no checking account,no
good,38,1308,no credits taken/all credits paid back duly,15,>= 7 yrs,no,rent,< 20,unskilled - resident,2-3,none,none,0 to 2,male : married/widowed,>= 7 yrs,building soc. savings agr. / life insurance,domestic appliances,unknown/no savings account,... < 0 DM,no
bad,40,4623,no credits taken/all credits paid back duly,15,1 <= ... < 4 yrs,no,rent,20 <= ... < 25,manager/self-empl/highly qualif. employee,1,none,none,0 to 2,male : married/widowed,1 <= ... < 4 yrs,car or other,repairs,... < 100 DM,... >= 200 DM / salary for at least 1 year,yes (under customer name)
good,33,1851,all credits at this bank paid back duly,24,4 <= ... < 7 yrs,no,rent,< 20,skilled employee/official,2-3,guarantor,none,0 to 2,female : single,1 <= ... < 4 yrs,building soc. savings agr. / life insurance,furniture/equipment,unknown/no savings account,... >= 200 DM / salary for at least 1 year,yes (under customer name)
good,32,1880,all credits at this bank paid back duly,18,4 <= ... < 7 yrs,no,rent,< 20,manager/self-empl/highly qualif. employee,2-3,none,none,0 to 2,female : single,< 1 yr,car or other,furniture/equipment,unknown/no savings account,no checking account,yes (under customer name)
bad,27,7980,existing credits paid back duly till now,36,< 1 yr,no,for free,< 20,skilled employee/official,2-3,none,none,0 to 2,male : married/widowed,>= 7 yrs,building soc. savings agr. / life insurance,retraining,... >= 1000 DM,... >= 200 DM / salary for at least 1 year,yes (under customer name)
good,32,4583,delay in paying off in the past,30,1 <= ... < 4 yrs,no,rent,25 <= ... < 35,skilled employee/official,2-3,guarantor,none,0 to 2,male : divorced/separated,1 <= ... < 4 yrs,unknown / no property,car (used),unknown/no savings account,no checking account,no
bad,26,1386,no credits taken/all credits paid back duly,12,1 <= ... < 4 yrs,no,rent,25 <= ... < 35,skilled employee/official,1,none,none,0 to 2,female : non-single or male : single,1 <= ... < 4 yrs,car or other,others,100 <= ... < 500 DM,... >= 200 DM / salary for at least 1 year,no
bad,38,947,no credits taken/all credits paid back duly,24,4 <= ... < 7 yrs,no,own,< 20,skilled employee/official,1,none,bank,3 or more,male : married/widowed,4 <= ... < 7 yrs,real estate,others,unknown/no savings account,0<= ... < 200 DM,no
bad,40,684,no credits taken/all credits paid back duly,12,1 <= ... < 4 yrs,no,for free,< 20,unskilled - resident,1,none,none,3 or more,male : married/widowed,>= 7 yrs,building soc. savings agr. / life insurance,repairs,unknown/no savings account,no checking account,no
